timestamp,bin_id,latitude,longitude,fill_level_percent,capacity_liters,persona
2024-10-02 00:00:00,LPU_B_003,31.2571,75.7025,36.74,1000,academic
2024-10-02 00:00:00,LPU_B_004,31.251,75.706,35.98,1500,hostel
2024-10-02 00:00:00,LPU_B_005,31.2505,75.7065,25.94,1500,hostel
2024-10-02 00:00:00,LPU_B_006,31.2498,75.707,26.49,1500,hostel
2024-10-02 00:00:00,LPU_B_007,31.2535,75.705,46.6,2000,food_court
2024-10-02 00:00:00,LPU_B_008,31.2538,75.7053,54.76,2000,food_court
2024-10-02 00:00:00,LPU_B_009,31.2545,75.704,37.36,500,academic
2024-10-02 00:00:00,LPU_B_010,31.258,75.701,37.45,500,academic
2024-10-02 06:00:00,LPU_B_001,31.2552,75.703,36.82,1000,academic
2024-10-02 06:00:00,LPU_B_002,31.256,75.7042,43.28,1000,academic
2024-10-02 06:00:00,LPU_B_003,31.2571,75.7025,38.58,1000,academic
2024-10-02 06:00:00,LPU_B_004,31.251,75.706,40.64,1500,hostel
2024-10-02 06:00:00,LPU_B_005,31.2505,75.7065,26.62,1500,hostel
2024-10-02 06:00:00,LPU_B_006,31.2498,75.707,28.51,1500,hostel
2024-10-02 06:00:00,LPU_B_007,31.2535,75.705,52.07,2000,food_court
2024-10-02 06:00:00,LPU_B_008,31.2538,75.7053,63.52,2000,food_court
2024-10-02 06:00:00,LPU_B_009,31.2545,75.704,41.47,500,academic
2024-10-02 06:00:00,LPU_B_010,31.258,75.701,40.21,500,academic
2024-10-02 12:00:00,LPU_B_001,31.2552,75.703,68.69,1000,academic
2024-10-02 12:00:00,LPU_B_002,31.256,75.7042,68.84,1000,academic
2024-10-02 12:00:00,LPU_B_003,31.2571,75.7025,66.56,1000,academic
2024-10-02 12:00:00,LPU_B_004,31.251,75.706,42.83,1500,hostel
2024-10-02 12:00:00,LPU_B_005,31.2505,75.7065,28.97,1500,hostel
2024-10-02 12:00:00,LPU_B_006,31.2498,75.707,36.25,1500,hostel
2024-10-02 12:00:00,LPU_B_007,31.2535,75.705,91.41,2000,food_court
2024-10-02 12:00:00,LPU_B_008,31.2538,75.7053,99.62,2000,food_court
2024-10-02 12:00:00,LPU_B_009,31.2545,75.704,71.36,500,academic
2024-10-02 12:00:00,LPU_B_010,31.258,75.701,69.6,500,academic
2024-10-02 18:00:00,LPU_B_001,31.2552,75.703,75.05,1000,academic
2024-10-02 18:00:00,LPU_B_002,31.256,75.7042,79.33,1000,academic
2024-10-02 18:00:00,LPU_B_003,31.2571,75.7025,71.13,1000,academic
2024-10-02 18:00:00,LPU_B_004,31.251,75.706,43.61,1500,hostel
2024-10-02 18:00:00,LPU_B_005,31.2505,75.7065,30.87,1500,hostel
2024-10-02 18:00:00,LPU_B_006,31.2498,75.707,36.36,1500,hostel
2024-10-02 18:00:00,LPU_B_007,31.2535,75.705,91.62,2000,food_court
2024-10-02 18:00:00,LPU_B_008,31.2538,75.7053,100.0,2000,food_court
2024-10-02 18:00:00,LPU_B_009,31.2545,75.704,79.16,500,academic
2024-10-02 18:00:00,LPU_B_010,31.258,75.701,75.42,500,academic
2024-10-03 00:00:00,LPU_B_001,31.2552,75.703,75.05,1000,academic
2024-10-03 00:00:00,LPU_B_002,31.256,75.7042,79.33,1000,academic
2024-10-03 00:00:00,LPU_B_003,31.2571,75.7025,73.21,1000,academic
2024-10-03 00:00:00,LPU_B_004,31.251,75.706,49.69,1500,hostel
2024-10-03 00:00:00,LPU_B_005,31.2505,75.7065,35.7,1500,hostel
2024-10-03 00:00:00,LPU_B_006,31.2498,75.707,40.96,1500,hostel
2024-10-03 00:00:00,LPU_B_007,31.2535,75.705,91.89,2000,food_court
2024-10-03 00:00:00,LPU_B_008,31.2538,75.7053,100.0,2000,food_court
2024-10-03 00:00:00,LPU_B_009,31.2545,75.704,80.74,500,academic
2024-10-03 00:00:00,LPU_B_010,31.258,75.701,75.42,500,academic
2024-10-03 06:00:00,LPU_B_001,31.2552,75.703,75.05,1000,academic
2024-10-03 06:00:00,LPU_B_002,31.256,75.7042,79.33,1000,academic
2024-10-03 06:00:00,LPU_B_003,31.2571,75.7025,73.21,1000,academic
2024-10-03 06:00:00,LPU_B_004,31.251,75.706,56.95,1500,hostel
2024-10-03 06:00:00,LPU_B_005,31.2505,75.7065,40.22,1500,hostel
2024-10-03 06:00:00,LPU_B_006,31.2498,75.707,40.96,1500,hostel
2024-10-03 06:00:00,LPU_B_007,31.2535,75.705,95.2,2000,food_court
2024-10-03 06:00:00,LPU_B_008,31.2538,75.7053,100.0,2000,food_court
2024-10-03 06:00:00,LPU_B_009,31.2545,75.704,80.74,500,academic
2024-10-03 06:00:00,LPU_B_010,31.258,75.701,75.81,500,academic
2024-10-03 12:00:00,LPU_B_001,31.2552,75.703,100.0,1000,academic
2024-10-03 12:00:00,LPU_B_002,31.256,75.7042,100.0,1000,academic
2024-10-03 12:00:00,LPU_B_003,31.2571,75.7025,99.54,1000,academic
2024-10-03 12:00:00,LPU_B_004,31.251,75.706,59.3,1500,hostel
2024-10-03 12:00:00,LPU_B_005,31.2505,75.7065,41.96,1500,hostel
2024-10-03 12:00:00,LPU_B_006,31.2498,75.707,45.96,1500,hostel
2024-10-03 12:00:00,LPU_B_007,31.2535,75.705,100.0,2000,food_court
2024-10-03 12:00:00,LPU_B_008,31.2538,75.7053,100.0,2000,food_court
2024-10-03 12:00:00,LPU_B_009,31.2545,75.704,100.0,500,academic
2024-10-03 12:00:00,LPU_B_010,31.258,75.701,100.0,500,academic
2024-10-03 18:00:00,LPU_B_001,31.2552,75.703,100.0,1000,academic
2024-10-03 18:00:00,LPU_B_002,31.256,75.7042,100.0,1000,academic
2024-10-03 18:00:00,LPU_B_003,31.2571,75.7025,99.54,1000,academic
2024-10-03 18:00:00,LPU_B_004,31.251,75.706,63.2,1500,hostel
2024-10-03 18:00:00,LPU_B_005,31.2505,75.7065,46.69,1500,hostel
2024-10-03 18:00:00,LPU_B_006,31.2498,75.707,53.41,1500,hostel
2024-10-03 18:00:00,LPU_B_007,31.2535,75.705,100.0,2000,food_court
2024-10-03 18:00:00,LPU_B_008,31.2538,75.7053,100.0,2000,food_court
2024-10-03 18:00:00,LPU_B_009,31.2545,75.704,100.0,500,academic
2024-10-03 18:00:00,LPU_B_010,31.258,75.701,100.0,500,academic
2024-10-04 00:00:00,LPU_B_001,31.2552,75.703,100.0,1000,academic
2024-10-04 00:00:00,LPU_B_002,31.256,75.7042,100.0,1000,academic
2024-10-04 00:00:00,LPU_B_003,31.2571,75.7025,100.0,1000,academic
2024-10-04 00:00:00,LPU_B_004,31.251,75.706,63.2,1500,hostel
2024-10-04 00:00:00,LPU_B_005,31.2505,75.7065,60.13,1500,hostel
2024-10-04 00:00:00,LPU_B_006,31.2498,75.707,62.34,1500,hostel
2024-10-04 00:00:00,LPU_B_007,31.2535,75.705,100.0,2000,food_court
2024-10-04 00:00:00,LPU_B_008,31.2538,75.7053,100.0,2000,food_court
2024-10-04 00:00:00,LPU_B_009,31.2545,75.704,100.0,500,academic
2024-10-04 00:00:00,LPU_B_010,31.258,75.701,100.0,500,academic
2024-10-04 06:00:00,LPU_B_001,31.2552,75.703,100.0,1000,academic
2024-10-04 06:00:00,LPU_B_002,31.256,75.7042,100.0,1000,academic
2024-10-04 06:00:00,LPU_B_003,31.2571,75.7025,100.0,1000,academic
2024-10-04 06:00:00,LPU_B_004,31.251,75.706,69.7,1500,hostel
2024-10-04 06:00:00,LPU_B_005,31.2505,75.7065,63.43,1500,hostel
2024-10-04 06:00:00,LPU_B_006,31.2498,75.707,67.76,1500,hostel
2024-10-04 06:00:00,LPU_B_007,31.2535,75.705,100.0,2000,food_court
2024-10-04 06:00:00,LPU_B_008,31.2538,75.7053,100.0,2000,food_court
2024-10-04 06:00:00,LPU_B_009,31.2545,75.704,100.0,500,academic
2024-10-04 06:00:00,LPU_B_010,31.258,75.701,100.0,500,academic
2024-10-04 12:00:00,LPU_B_001,31.2552,75.703,100.0,1000,academic
2024-10-04 12:00:00,LPU_B_002,31.256,75.7042,100.0,1000,academic
2024-10-04 12:00:00,LPU_B_003,31.2571,75.7025,100.0,1000,academic
2024-10-04 12:00:00,LPU_B_004,31.251,75.706,73.95,1500,hostel
2024-10-04 12:00:00,LPU_B_005,31.2505,75.7065,71.39,1500,hostel
2024-10-04 12:00:00,LPU_B_006,31.2498,75.707,68.33,1500,hostel
2024-10-04 12:00:00,LPU_B_007,31.2535,75.705,100.0,2000,food_court
2024-10-04 12:00:00,LPU_B_008,31.2538,75.7053,100.0,2000,food_court
2024-10-04 12:00:00,LPU_B_009,31.2545,75.704,100.0,500,academic
2024-10-04 12:00:00,LPU_B_010,31.258,75.701,100.0,500,academic
2024-10-04 18:00:00,LPU_B_001,31.2552,75.703,100.0,1000,academic
2024-10-04 18:00:00,LPU_B_002,31.256,75.7042,100.0,1000,academic
2024-10-04 18:00:00,LPU_B_003,31.2571,75.7025,100.0,1000,academic
2024-10-04 18:00:00,LPU_B_004,31.251,75.706,77.29,1500,hostel
2024-10-04 18:00:00,LPU_B_005,31.2505,75.7065,78.07,1500,hostel
2024-10-04 18:00:00,LPU_B_006,31.2498,75.707,68.33,1500,hostel
2024-10-04 18:00:00,LPU_B_007,31.2535,75.705,100.0,2000,food_court
2024-10-04 18:00:00,LPU_B_008,31.2538,75.7053,100.0,2000,food_court
2024-10-04 18:00:00,LPU_B_009,31.2545,75.704,100.0,500,academic
2024-10-04 18:00:00,LPU_B_010,31.258,75.701,100.0,500,academic
2024-10-05 00:00:00,LPU_B_001,31.2552,75.703,100.0,1000,academic
2024-10-05 00:00:00,LPU_B_002,31.256,75.7042,100.0,1000,academic
2024-10-05 00:00:00,LPU_B_003,31.2571,75.7025,100.0,1000,academic
2024-10-05 00:00:00,LPU_B_004,31.251,75.706,91.17,1500,hostel
2024-10-05 00:00:00,LPU_B_005,31.2505,75.7065,92.6,1500,hostel
2024-10-05 00:00:00,LPU_B_006,31.2498,75.707,83.61,1500,hostel
2024-10-05 00:00:00,LPU_B_007,31.2535,75.705,100.0,2000,food_court
2024-10-05 00:00:00,LPU_B_008,31.2538,75.7053,100.0,2000,food_court
2024-10-05 00:00:00,LPU_B_009,31.2545,75.704,100.0,500,academic
2024-10-05 00:00:00,LPU_B_010,31.258,75.701,100.0,500,academic
2024-10-05 06:00:00,LPU_B_001,31.2552,75.703,100.0,1000,academic
2024-10-05 06:00:00,LPU_B_002,31.256,75.7042,100.0,1000,academic
2024-10-05 06:00:00,LPU_B_003,31.2571,75.7025,100.0,1000,academic
2024-10-05 06:00:00,LPU_B_004,31.251,75.706,100.0,1500,hostel
2024-10-05 06:00:00,LPU_B_005,31.2505,75.7065,100.0,1500,hostel
2024-10-05 06:00:00,LPU_B_006,31.2498,75.707,96.92,1500,hostel
2024-10-05 06:00:00,LPU_B_007,31.2535,75.705,100.0,2000,food_court
2024-10-05 06:00:00,LPU_B_008,31.2538,75.7053,100.0,2000,food_court
2024-10-05 06:00:00,LPU_B_009,31.2545,75.704,100.0,500,academic
2024-10-05 06:00:00,LPU_B_010,31.258,75.701,100.0,500,academic
2024-10-05 12:00:00,LPU_B_001,31.2552,75.703,100.0,1000,academic
2024-10-05 12:00:00,LPU_B_002,31.256,75.7042,100.0,1000,academic
2024-10-05 12:00:00,LPU_B_003,31.2571,75.7025,100.0,1000,academic
2024-10-05 12:00:00,LPU_B_004,31.251,75.706,100.0,1500,hostel
2024-10-05 12:00:00,LPU_B_005,31.2505,75.7065,100.0,1500,hostel
2024-10-05 12:00:00,LPU_B_006,31.2498,75.707,100.0,1500,hostel
2024-10-05 12:00:00,LPU_B_007,31.2535,75.705,100.0,2000,food_court
2024-10-05 12:00:00,LPU_B_008,31.2538,75.7053,100.0,2000,food_court
2024-10-05 12:00:00,LPU_B_009,31.2545,75.704,100.0,500,academic
2024-10-05 12:00:00,LPU_B_010,31.258,75.701,100.0,500,academic
2024-10-05 18:00:00,LPU_B_001,31.2552,75.703,100.0,1000,academic
2024-10-05 18:00:00,LPU_B_002,31.256,75.7042,100.0,1000,academic
2024-10-05 18:00:00,LPU_B_003,31.2571,75.7025,100.0,1000,academic
2024-10-05 18:00:00,LPU_B_004,31.251,75.706,100.0,1500,hostel
2024-10-05 18:00:00,LPU_B_005,31.2505,75.7065,100.0,1500,hostel
2024-10-05 18:00:00,LPU_B_006,31.2498,75.707,100.0,1500,hostel
2024-10-05 18:00:00,LPU_B_007,31.2535,75.705,100.0,2000,food_court
2024-10-05 18:00:00,LPU_B_008,31.2538,75.7053,100.0,2000,food_court
2024-10-05 18:00:00,LPU_B_009,31.2545,75.704,100.0,500,academic
2024-10-05 18:00:00,LPU_B_010,31.258,75.701,100.0,500,academic
2024-10-06 00:00:00,LPU_B_001,31.2552,75.703,100.0,1000,academic
2024-10-06 00:00:00,LPU_B_002,31.256,75.7042,100.0,1000,academic
2024-10-06 00:00:00,LPU_B_003,31.2571,75.7025,100.0,1000,academic
2024-10-06 00:00:00,LPU_B_004,31.251,75.706,100.0,1500,hostel
2024-10-06 00:00:00,LPU_B_005,31.2505,75.7065,100.0,1500,hostel
2024-10-06 00:00:00,LPU_B_006,31.2498,75.707,100.0,1500,hostel
2024-10-06 00:00:00,LPU_B_007,31.2535,75.705,100.0,2000,food_court
2024-10-06 00:00:00,LPU_B_008,31.2538,75.7053,100.0,2000,food_court
2024-10-06 00:00:00,LPU_B_009,31.2545,75.704,100.0,500,academic
2024-10-06 00:00:00,LPU_B_010,31.258,75.701,100.0,500,academic
2024-10-06 06:00:00,LPU_B_001,31.2552,75.703,100.0,1000,academic
2024-10-06 06:00:00,LPU_B_002,31.256,75.7042,100.0,1000,academic
2024-10-06 06:00:00,LPU_B_003,31.2571,75.7025,100.0,1000,academic
2024-10-06 06:00:00,LPU_B_004,31.251,75.706,100.0,1500,hostel
2024-10-06 06:00:00,LPU_B_005,31.2505,75.7065,100.0,1500,hostel
2024-10-06 06:00:00,LPU_B_006,31.2498,75.707,100.0,1500,hostel
2024-10-06 06:00:00,LPU_B_007,31.2535,75.705,100.0,2000,food_court
2024-10-06 06:00:00,LPU_B_008,31.2538,75.7053,100.0,2000,food_court
2024-10-06 06:00:00,LPU_B_009,31.2545,75.704,100.0,500,academic
2024-10-06 06:00:00,LPU_B_010,31.258,75.701,100.0,500,academic
2024-10-06 12:00:00,LPU_B_001,31.2552,75.703,100.0,1000,academic
2024-10-06 12:00:00,LPU_B_002,31.256,75.7042,100.0,1000,academic
2024-10-06 12:00:00,LPU_B_003,31.2571,75.7025,100.0,1000,academic
2024-10-06 12:00:00,LPU_B_004,31.251,75.706,100.0,1500,hostel
2024-10-06 12:00:00,LPU_B_005,31.2505,75.7065,100.0,1500,hostel
2024-10-06 12:00:00,LPU_B_006,31.2498,75.707,100.0,1500,hostel
2024-10-06 12:00:00,LPU_B_007,31.2535,75.705,100.0,2000,food_court
2024-10-06 12:00:00,LPU_B_008,31.2538,75.7053,100.0,2000,food_court
2024-10-06 12:00:00,LPU_B_009,31.2545,75.704,100.0,500,academic
2024-10-06 12:00:00,LPU_B_010,31.258,75.701,100.0,500,academic
2024-10-06 18:00:00,LPU_B_001,31.2552,75.703,100.0,1000,academic
2024-10-06 18:00:00,LPU_B_002,31.256,75.7042,100.0,1000,academic
2024-10-06 18:00:00,LPU_B_003,31.2571,75.7025,100.0,1000,academic
2024-10-06 18:00:00,LPU_B_004,31.251,75.706,100.0,1500,hostel
2024-10-06 18:00:00,LPU_B_005,31.2505,75.7065,100.0,1500,hostel
2024-10-06 18:00:00,LPU_B_006,31.2498,75.707,100.0,1500,hostel
2024-10-06 18:00:00,LPU_B_007,31.2535,75.705,100.0,2000,food_court
2024-10-06 18:00:00,LPU_B_008,31.2538,75.7053,100.0,2000,food_court
2024-10-06 18:00:00,LPU_B_009,31.2545,75.704,100.0,500,academic
2024-10-06 18:00:00,LPU_B_010,31.258,75.701,100.0,500,academic
2024-10-07 00:00:00,LPU_B_001,31.2552,75.703,100.0,1000,academic
2024-10-07 00:00:00,LPU_B_002,31.256,75.7042,0.0,1000,academic
2024-10-07 00:00:00,LPU_B_003,31.2571,75.7025,0.0,1000,academic
2024-10-07 00:00:00,LPU_B_004,31.251,75.706,9.05,1500,hostel
2024-10-07 00:00:00,LPU_B_005,31.2505,75.7065,100.0,1500,hostel
2024-10-07 00:00:00,LPU_B_006,31.2498,75.707,7.72,1500,hostel
2024-10-07 00:00:00,LPU_B_007,31.2535,75.705,100.0,2000,food_court
2024-10-07 00:00:00,LPU_B_008,31.2538,75.7053,5.3,2000,food_court
2024-10-07 00:00:00,LPU_B_009,31.2545,75.704,100.0,500,academic
2024-10-07 00:00:00,LPU_B_010,31.258,75.701,100.0,500,academic
2024-10-07 06:00:00,LPU_B_001,31.2552,75.703,100.0,1000,academic
2024-10-07 06:00:00,LPU_B_002,31.256,75.7042,3.36,1000,academic
2024-10-07 06:00:00,LPU_B_003,31.2571,75.7025,2.09,1000,academic
2024-10-07 06:00:00,LPU_B_004,31.251,75.706,16.73,1500,hostel
2024-10-07 06:00:00,LPU_B_005,31.2505,75.7065,100.0,1500,hostel
2024-10-07 06:00:00,LPU_B_006,31.2498,75.707,15.37,1500,hostel
2024-10-07 06:00:00,LPU_B_007,31.2535,75.705,100.0,2000,food_court
2024-10-07 06:00:00,LPU_B_008,31.2538,75.7053,9.43,2000,food_court
2024-10-07 06:00:00,LPU_B_009,31.2545,75.704,100.0,500,academic
2024-10-07 06:00:00,LPU_B_010,31.258,75.701,100.0,500,academic
2024-10-07 12:00:00,LPU_B_001,31.2552,75.703,100.0,1000,academic
2024-10-07 12:00:00,LPU_B_002,31.256,75.7042,30.71,1000,academic
2024-10-07 12:00:00,LPU_B_003,31.2571,75.7025,34.09,1000,academic
2024-10-07 12:00:00,LPU_B_004,31.251,75.706,22.1,1500,hostel
2024-10-07 12:00:00,LPU_B_005,31.2505,75.7065,100.0,1500,hostel
2024-10-07 12:00:00,LPU_B_006,31.2498,75.707,23.77,1500,hostel
2024-10-07 12:00:00,LPU_B_007,31.2535,75.705,100.0,2000,food_court
2024-10-07 12:00:00,LPU_B_008,31.2538,75.7053,46.82,2000,food_court
2024-10-07 12:00:00,LPU_B_009,31.2545,75.704,100.0,500,academic
2024-10-07 12:00:00,LPU_B_010,31.258,75.701,100.0,500,academic
2024-10-07 18:00:00,LPU_B_001,31.2552,75.703,100.0,1000,academic
2024-10-07 18:00:00,LPU_B_002,31.256,75.7042,33.54,1000,academic
2024-10-07 18:00:00,LPU_B_003,31.2571,75.7025,40.44,1000,academic
2024-10-07 18:00:00,LPU_B_004,31.251,75.706,25.74,1500,hostel
2024-10-07 18:00:00,LPU_B_005,31.2505,75.7065,100.0,1500,hostel
2024-10-07 18:00:00,LPU_B_006,31.2498,75.707,27.99,1500,hostel
2024-10-07 18:00:00,LPU_B_007,31.2535,75.705,100.0,2000,food_court
2024-10-07 18:00:00,LPU_B_008,31.2538,75.7053,46.82,2000,food_court
2024-10-07 18:00:00,LPU_B_009,31.2545,75.704,100.0,500,academic
2024-10-07 18:00:00,LPU_B_010,31.258,75.701,100.0,500,academic
2024-10-08 00:00:00,LPU_B_001,31.2552,75.703,100.0,1000,academic
2024-10-08 00:00:00,LPU_B_002,31.256,75.7042,33.54,1000,academic
2024-10-08 00:00:00,LPU_B_003,31.2571,75.7025,41.02,1000,academic
2024-10-08 00:00:00,LPU_B_004,31.251,75.706,25.74,1500,hostel
2024-10-08 00:00:00,LPU_B_005,31.2505,75.7065,100.0,1500,hostel
2024-10-08 00:00:00,LPU_B_006,31.2498,75.707,37.66,1500,hostel
2024-10-08 00:00:00,LPU_B_007,31.2535,75.705,100.0,2000,food_court
2024-10-08 00:00:00,LPU_B_008,31.2538,75.7053,49.45,2000,food_court
2024-10-08 00:00:00,LPU_B_009,31.2545,75.704,100.0,500,academic
2024-10-08 00:00:00,LPU_B_010,31.258,75.701,100.0,500,academic
2024-10-08 06:00:00,LPU_B_001,31.2552,75.703,100.0,1000,academic
2024-10-08 06:00:00,LPU_B_002,31.256,75.7042,33.54,1000,academic
2024-10-08 06:00:00,LPU_B_003,31.2571,75.7025,42.0,1000,academic
2024-10-08 06:00:00,LPU_B_004,31.251,75.706,25.74,1500,hostel
2024-10-08 06:00:00,LPU_B_005,31.2505,75.7065,100.0,1500,hostel
2024-10-08 06:00:00,LPU_B_006,31.2498,75.707,42.91,1500,hostel
2024-10-08 06:00:00,LPU_B_007,31.2535,75.705,100.0,2000,food_court
2024-10-08 06:00:00,LPU_B_008,31.2538,75.7053,51.97,2000,food_court
2024-10-08 06:00:00,LPU_B_009,31.2545,75.704,100.0,500,academic
2024-10-08 06:00:00,LPU_B_010,31.258,75.701,100.0,500,academic
2024-10-08 12:00:00,LPU_B_001,31.2552,75.703,100.0,1000,academic
2024-10-08 12:00:00,LPU_B_002,31.256,75.7042,58.47,1000,academic
2024-10-08 12:00:00,LPU_B_003,31.2571,75.7025,70.57,1000,academic
2024-10-08 12:00:00,LPU_B_004,31.251,75.706,33.16,1500,hostel
2024-10-08 12:00:00,LPU_B_005,31.2505,75.7065,100.0,1500,hostel
2024-10-08 12:00:00,LPU_B_006,31.2498,75.707,53.63,1500,hostel
2024-10-08 12:00:00,LPU_B_007,31.2535,75.705,100.0,2000,food_court
2024-10-08 12:00:00,LPU_B_008,31.2538,75.7053,92.72,2000,food_court
2024-10-08 12:00:00,LPU_B_009,31.2545,75.704,100.0,500,academic
2024-10-08 12:00:00,LPU_B_010,31.258,75.701,100.0,500,academic
2024-10-08 18:00:00,LPU_B_001,31.2552,75.703,100.0,1000,academic
2024-10-08 18:00:00,LPU_B_002,31.256,75.7042,65.36,1000,academic
2024-10-08 18:00:00,LPU_B_003,31.2571,75.7025,81.54,1000,academic
2024-10-08 18:00:00,LPU_B_004,31.251,75.706,37.8,1500,hostel
2024-10-08 18:00:00,LPU_B_005,31.2505,75.7065,100.0,1500,hostel
2024-10-08 18:00:00,LPU_B_006,31.2498,75.707,57.68,1500,hostel
2024-10-08 18:00:00,LPU_B_007,31.2535,75.705,100.0,2000,food_court
2024-10-08 18:00:00,LPU_B_008,31.2538,75.7053,95.67,2000,food_court
2024-10-08 18:00:00,LPU_B_009,31.2545,75.704,100.0,500,academic
2024-10-08 18:00:00,LPU_B_010,31.258,75.701,100.0,500,academic
2024-10-09 00:00:00,LPU_B_001,31.2552,75.703,100.0,1000,academic
2024-10-09 00:00:00,LPU_B_002,31.256,75.7042,65.36,1000,academic
2024-10-09 00:00:00,LPU_B_003,31.2571,75.7025,81.54,1000,academic
2024-10-09 00:00:00,LPU_B_004,31.251,75.706,44.81,1500,hostel
2024-10-09 00:00:00,LPU_B_005,31.2505,75.7065,100.0,1500,hostel
2024-10-09 00:00:00,LPU_B_006,31.2498,75.707,60.4,1500,hostel
2024-10-09 00:00:00,LPU_B_007,31.2535,75.705,100.0,2000,food_court
2024-10-09 00:00:00,LPU_B_008,31.2538,75.7053,97.01,2000,food_court
2024-10-09 00:00:00,LPU_B_009,31.2545,75.704,100.0,500,academic
2024-10-09 00:00:00,LPU_B_010,31.258,75.701,100.0,500,academic
2024-10-09 06:00:00,LPU_B_001,31.2552,75.703,100.0,1000,academic
2024-10-09 06:00:00,LPU_B_002,31.256,75.7042,65.36,1000,academic
2024-10-09 06:00:00,LPU_B_003,31.2571,75.7025,84.22,1000,academic
2024-10-09 06:00:00,LPU_B_004,31.251,75.706,53.97,1500,hostel
2024-10-09 06:00:00,LPU_B_005,31.2505,75.7065,100.0,1500,hostel
2024-10-09 06:00:00,LPU_B_006,31.2498,75.707,65.16,1500,hostel
2024-10-09 06:00:00,LPU_B_007,31.2535,75.705,100.0,2000,food_court
2024-10-09 06:00:00,LPU_B_008,31.2538,75.7053,98.7,2000,food_court
2024-10-09 06:00:00,LPU_B_009,31.2545,75.704,100.0,500,academic
2024-10-09 06:00:00,LPU_B_010,31.258,75.701,100.0,500,academic
2024-10-09 12:00:00,LPU_B_001,31.2552,75.703,100.0,1000,academic
2024-10-09 12:00:00,LPU_B_002,31.256,75.7042,91.93,1000,academic
2024-10-09 12:00:00,LPU_B_003,31.2571,75.7025,100.0,1000,academic
2024-10-09 12:00:00,LPU_B_004,31.251,75.706,55.73,1500,hostel
